1.058113,1.012432
1.043569,1.056919
1.154666,0.784208
1.154782,1.165459
1.098408,1.161645
0.774464,0.831317
0.914138,1.142308
0.938970,1.189592
0.939973,1.201298
0.914448,0.847327
0.997164,0.907552
1.026340,0.962910
0.809811,1.185850
1.160708,1.249083
1.164723,1.037727
1.166082,0.972835
0.800159,0.959651
0.779754,1.204824
0.993859,1.184536
1.120283,0.842267
1.096181,1.144746
0.923584,0.760319
1.037055,1.112553
1.199911,1.227027
1.063851,0.864359
0.824354,0.811016
1.021911,1.100694
1.023925,1.081722
1.036544,0.934633
1.080804,0.951267
1.222360,0.996887
1.174102,0.772519
1.206538,1.203856
1.227343,0.950396
1.138392,1.097625
1.042663,0.984573
0.992372,1.216247
0.994892,0.779426
1.078800,0.944804
0.756454,0.892652
1.059162,0.830808
0.953667,0.831073
1.181502,1.227592
1.162795,0.968046
0.912225,0.993599
1.169313,0.884585
1.240486,1.093415
0.907104,1.197023
1.047272,0.884447
0.897420,0.935664
1.232072,1.190083
1.170237,0.974444
1.156330,0.915129
1.003870,0.985130
1.109933,1.010324
1.127782,0.919095
1.091132,0.831449
1.000168,1.022634
0.809042,0.912963
1.240681,0.971267
1.156562,1.159994
1.105852,1.147048
1.003409,0.762956
1.094071,0.800681
0.897403,1.241491
0.986345,0.879475
1.181574,0.906582
1.103920,1.087904
1.071711,0.857790
0.823035,0.931644
1.118114,1.200817
1.100739,0.959246
0.782266,0.850907
1.231880,0.841307
1.013871,1.222561
1.062574,0.920433
1.132555,0.918427
0.817481,0.885964
0.931383,1.161553
0.936645,1.078786
1.153044,1.172990
1.208262,1.084618
0.829572,1.062181
0.922522,1.151283
1.169971,0.995557
0.832927,1.038085
0.946373,1.183666
1.247331,0.978639
0.784573,1.229211
1.069946,1.048444
1.201772,0.882520
1.218877,1.084326
1.050947,0.786358
1.220290,1.232330
1.197911,0.906935
1.061116,1.100955
0.829925,1.019378
0.935573,0.909497
0.831559,1.108094
0.810780,0.751530
0.853651,0.893707
1.039615,1.050024
0.827372,1.036946
0.778663,0.861945
1.016157,1.098609
1.160389,0.967928
1.231130,1.129267
0.802254,1.032077
1.165625,0.772545
1.014407,1.113536
0.929480,0.825523
0.964491,1.009405
1.094901,1.150063
1.168902,1.176460
1.008158,1.229682
1.177990,1.111809
0.873389,0.967605
0.911833,0.950761
0.754551,0.940496
1.062706,1.020707
0.789105,0.973096
1.238635,0.770235
0.852362,0.790890
1.052311,0.767987
0.813435,0.816718
1.131524,0.992914
0.892241,0.846015
0.752320,1.237142
1.246078,1.171222
1.163602,1.004236
1.150904,1.091592
0.866045,0.774293
0.809197,1.027878
0.975053,0.813747
1.218374,0.787760
1.084455,0.757479
1.010855,1.073090
0.777714,1.113218
1.113980,1.080025
1.131205,1.177414
1.146743,1.012729
0.920329,0.788984
1.108743,0.922649
0.776125,1.104821
0.843870,1.189727
0.859057,1.244774
1.031318,0.975102
0.769067,1.090515
0.752980,0.994120
1.154263,1.221353
0.281880,0.238717
0.478832,0.042736
0.061807,0.006546
0.405953,0.425787
0.336571,0.287159
0.353201,0.233314
0.049888,0.023530
0.272297,0.408631
0.196179,0.298422
0.263453,0.290049
0.238149,0.372510
0.284823,0.019467
0.097612,0.303890
0.359983,0.100592
0.048011,0.264245
0.071945,0.329891
0.002962,0.050777
0.372627,0.064769
0.057323,0.278580
0.490556,0.393894
0.065739,0.343758
0.127207,0.115627
0.367288,0.399504
0.024258,0.063466
0.197927,0.287710
0.353515,0.436075
0.160220,0.138338
0.455543,0.257832
0.442229,0.315525
0.358424,0.490239
0.079770,0.430369
0.320130,0.082733
0.481146,0.192757
0.147502,0.038469
0.471337,0.138059
0.432363,0.037076
0.481816,0.059570
0.152703,0.349104
0.459075,0.176961
0.412570,0.157001
0.464671,0.266085
0.093077,0.124891
0.404423,0.048619
0.382723,0.346652
0.364145,0.241147
0.336891,0.443915
0.171516,0.157022
0.026648,0.152662
0.349779,0.174150
0.191132,0.321116
0.312209,0.123495
0.358192,0.294025
0.183065,0.010895
0.143129,0.142140
0.187856,0.055699
0.299141,0.152526
0.321784,0.392218
0.277418,0.226207
0.440837,0.160141
0.072859,0.304982
0.401288,0.409750
0.248897,0.072804
0.066772,0.275546
0.225467,0.416551
0.449696,0.416599
0.237667,0.261905
0.040093,0.095859
0.055931,0.223158
0.106754,0.199060
0.365298,0.294610
0.254759,0.164439
0.447136,0.076542
0.056657,0.224554
0.302749,0.497494
0.384695,0.375608
0.302477,0.285983
0.285359,0.051374
0.358787,0.352131
0.326920,0.084254
0.268682,0.276616
0.000853,0.006349
0.038521,0.040946
0.102208,0.094452
0.264104,0.208962
0.293511,0.129402
0.003572,0.048270
0.293842,0.450709
0.124812,0.350499
0.175263,0.427562
0.347993,0.059957
0.303170,0.150470
0.345940,0.088529
0.201844,0.204727
0.440660,0.028764
0.288981,0.209341
0.305379,0.289834
0.215690,0.343900
0.330780,0.317898
0.438352,0.094884
0.026860,0.231863
0.224287,0.030433
0.280133,0.018128
0.481141,0.404946
0.368627,0.156404
0.332507,0.216620
0.216361,0.135678
0.367090,0.062301
0.224207,0.068934
0.267028,0.164867
0.097697,0.056010
0.374208,0.403077
0.345844,0.089898
0.246977,0.176623
0.407796,0.185329
0.271508,0.434657
0.417193,0.495794
0.465089,0.197326
0.013922,0.446231
0.102271,0.382550
0.102634,0.434779
0.099170,0.318995
0.070457,0.466260
0.381297,0.294663
0.035194,0.148325
0.459530,0.132891
0.204335,0.333738
0.035968,0.050178
0.423636,0.282945
0.226802,0.331432
0.468275,0.498309
0.266089,0.385467
0.494103,0.231178
0.082793,0.008026
0.177408,0.185064
0.390575,0.280043
0.119843,0.489745
0.099038,0.190300
0.456005,0.480335
0.484963,0.491199
0.128660,0.444493
0.124091,0.332994
0.278230,0.160059
0.383172,0.201866
0.443004,0.109974
0.033298,0.411279
0.108283,0.299387
0.296746,0.102386
0.030564,0.379539
0.110412,0.207973
0.064604,0.000987
0.488015,1.684447
0.490733,1.587054
0.374746,1.946738
0.067388,1.859709
0.437937,1.696048
0.304202,1.562028
0.029042,1.582432
0.222087,1.912214
0.284298,1.665091
0.022188,1.817596
0.076371,1.630471
0.116983,1.873117
0.232857,1.647547
0.252656,1.843269
0.355520,1.817260
0.344256,1.843536
0.001706,1.834989
0.430589,1.876452
0.281727,1.997977
0.236162,1.719664
0.194025,1.540363
0.281692,1.723067
0.122796,1.503779
0.135281,1.907094
0.168870,1.657468
0.224690,1.745241
0.287939,1.841673
0.118358,1.520796
0.489221,1.871014
0.364065,1.844741
0.188273,1.708321
0.188277,1.689980
0.043310,1.618866
0.066432,1.825037
0.116843,1.802593
0.044701,1.810868
0.342957,1.826393
0.033935,1.965752
0.330172,1.669215
0.372846,1.999042
0.326684,1.597537
0.244283,1.614623
0.439210,1.862641
0.135419,1.928431
0.233655,1.999484
0.273172,1.921928
0.207805,1.961449
0.111907,1.751115
0.080315,1.678339
0.076152,1.697158
0.480933,1.620853
0.008026,1.823890
0.447246,1.541960
0.289642,1.777418
0.211176,1.662488
0.276460,1.537860
0.260025,1.520743
0.152483,1.699235
0.383384,1.787902
0.127666,1.617038
0.287386,1.900839
0.038966,1.995191
0.362288,1.650873
0.246306,1.942603
0.329213,1.822458
0.139760,1.810146
0.443311,1.647786
0.134035,1.890557
0.189746,1.923677
0.167974,1.900922
0.086165,1.944434
0.438782,1.846190
0.465177,1.591264
0.045426,1.848561
0.379166,1.673092
0.465599,1.666552
0.073931,1.504565
0.161742,1.936219
0.155438,1.908048
0.378821,1.984651
0.230506,1.518582
0.294797,1.673816
0.166368,1.928832
0.064373,1.856114
0.352509,1.732347
0.257036,1.938674
0.176781,1.695818
0.284865,1.641958
0.287082,1.830290
0.490519,1.666248
0.003382,1.956118
0.332799,1.577313
0.460683,1.994541
0.013532,1.616121
0.402589,1.892353
0.100772,1.633095
0.410934,1.895569
0.306911,1.577302
0.324400,1.871284
0.433416,1.676909
0.103632,1.690452
0.115584,1.780413
0.386270,1.900449
0.422372,1.673351
0.230739,1.912890
0.339599,1.734121
0.369008,1.672398
0.311434,1.829691
0.166940,1.824966
0.445812,1.569529
0.217319,1.546584
