0.938140,-0.519188,3
-0.351459,0.876153,3
0.460776,0.607107,1
-0.121475,-0.550303,1
0.179919,-0.810896,3
-0.223662,-0.486782,1
0.569060,-0.874793,2
0.753990,-0.702695,2
0.325383,-0.978242,3
0.039481,-0.907195,3
-0.580035,-0.493330,1
0.606904,-0.870292,2
0.229654,0.383095,1
0.189556,0.704034,1
-0.549953,0.656711,2
0.244213,-0.611813,2
-0.862477,0.892754,3
-0.735660,0.598299,2
0.499862,0.142865,1
-0.952004,-0.320219,4
0.331970,-0.175666,2
0.192998,-0.098970,3
-0.050459,-0.053011,4
0.198335,-0.725076,2
-0.031253,-0.762184,4
-0.632271,0.388713,2
-0.255514,0.974633,3
0.518421,0.974140,4
0.357727,-0.292023,2
0.678174,0.807774,1
-0.635312,-0.077613,4
-0.804039,-0.497789,1
-0.184859,-0.539699,1
-0.899490,-0.684997,4
0.603166,-0.851494,2
-0.005216,-0.064864,4
-0.027160,-0.812218,4
0.836166,0.922381,4
0.134771,0.034501,4
-0.802695,-0.896482,4
0.272317,-0.434966,2
0.492231,-0.983197,3
-0.460334,0.010651,3
0.990943,0.897394,4
0.718629,0.669116,1
0.705168,-0.916683,3
-0.408497,0.901129,3
-0.414472,0.406644,2
-0.638570,-0.313961,1
0.721648,0.964596,4
-0.165455,-0.283569,1
-0.100268,0.807385,3
-0.095786,-0.264102,4
0.729766,-0.961016,3
0.770399,0.927071,4
-0.857498,0.042716,3
-0.507896,0.634733,2
0.059518,0.031771,4
-0.354616,0.050461,3
-0.070836,-0.635987,4
-0.280423,-0.365668,1
-0.552670,0.311080,2
-0.464539,0.032859,3
-0.282275,-0.103109,4
0.718897,-0.560628,2
-0.138513,-0.446558,1
0.155803,0.761219,4
-0.639174,-0.939983,4
-0.502882,-0.909408,4
-0.900999,-0.732483,4
-0.982337,-0.758496,4
0.310232,-0.490233,2
0.876237,-0.630249,2
0.541538,-0.478379,2
0.420212,-0.529298,2
-0.114365,-0.860211,4
0.105034,0.332965,4
0.450869,0.640495,1
-0.634176,-0.831406,1
-0.462614,-0.915279,4
-0.392034,0.398873,2
-0.361837,0.763769,2
0.160092,-0.001011,3
0.823786,0.657210,1
0.089581,0.922788,4
0.924727,0.107244,4
-0.835708,0.234959,3
0.617011,-0.959471,3
0.604710,0.158549,1
-0.437850,0.024922,3
0.629252,0.447785,1
0.164710,-0.265714,3
-0.219250,-0.384420,1
-0.625219,0.146573,2
-0.215827,-0.087832,4
0.231295,0.392139,1
-0.688959,0.869457,3
0.155908,0.471133,1
-0.131553,-0.020306,4
0.128343,0.958028,4
-0.097518,0.053070,3
0.065272,0.066774,4
-0.711971,-0.317716,1
0.107302,0.892738,4
0.840833,0.669452,1
-0.082340,0.470085,3
0.117237,-0.917630,3
-0.795629,0.897987,3
-0.302050,-0.420848,1
0.044560,0.482123,4
0.491320,-0.724145,2
-0.125738,0.802361,3
-0.854688,-0.969830,4
0.273494,0.013759,4
0.009864,-0.598163,3
-0.028213,0.912346,3
0.454906,-0.962941,3
-0.020880,0.742935,3
-0.280657,-0.913578,4
0.635673,-0.439824,2
0.755875,-0.446667,2
-0.969739,-0.126889,4
-0.364297,-0.765368,1
-0.228902,0.333653,2
-0.186216,0.815658,3
-0.184224,-0.694896,1
-0.908487,0.690038,3
-0.892535,-0.763175,4
0.720208,0.380958,1
0.250583,-0.269928,2
0.782795,-0.777630,2
-0.357581,0.237701,2
-0.740571,0.621539,2
-0.019364,-0.021228,4
0.707962,-0.383691,2
0.538948,0.463836,1
0.169642,0.569209,1
-0.663052,0.805346,2
0.803840,0.108046,4
0.138999,-0.382376,2
-0.076296,0.954775,3
-0.077272,0.015217,3
0.644813,0.030193,4
0.252042,0.365021,1
-0.588849,-0.497375,1
-0.904907,-0.806054,4
-0.275005,-0.262488,1
0.431647,-0.015575,3
-0.640949,-0.587716,1
0.963197,-0.932987,3
0.028593,0.502145,4
0.530849,-0.801764,2
0.071354,0.867797,4
-0.996419,-0.124806,4
-0.024158,0.142580,3
0.492818,0.899547,1
0.097355,-0.584454,3
-0.085236,-0.257833,4
0.445739,-0.833195,2
-0.892812,0.856890,3
-0.330569,-0.797719,1
-0.949164,0.394426,3
-0.060207,0.482484,3
-0.621149,0.298844,2
0.894767,-0.657952,3
0.365857,-0.076640,3
0.844193,-0.103294,3
0.121596,-0.084454,3
-0.235497,0.125177,3
0.790740,0.740345,1
-0.732243,0.283559,2
0.639892,0.365111,1
0.699105,-0.445345,2
-0.892721,0.144844,3
-0.278539,-0.785533,1
0.001734,0.390892,4
-0.583252,0.052571,3
-0.214682,0.356541,2
-0.464946,0.164168,2
-0.344615,-0.570179,1
0.506216,-0.978758,3
0.353181,0.350409,1
-0.082052,-0.525223,4
-0.734045,0.682451,2
0.599954,-0.943304,3
0.422797,0.867710,1
0.340255,0.062688,4
0.232822,0.039360,4
0.617344,0.340101,1
-0.815796,-0.661195,1
0.554567,0.185938,1
0.729696,0.971315,4
-0.761491,-0.484986,1
0.327856,-0.226437,2
0.679182,0.983241,4
0.203384,0.185398,4
-0.995517,-0.443435,4
-0.464193,-0.077568,4
0.031342,-0.198237,3
